2026-04-12 21:38:16.028 | INFO     | kraken_history:get_history_dir:593 - Found Kraken OHLC data at: data/OHLC_Kraken (12027 CSV files)
2026-04-12 21:38:16.048 | INFO     | kraken_history:fetch_ohlcv_full:349 - Loading BTC/USD 4h from data/OHLC_Kraken\XBTUSD_240.csv...
2026-04-12 21:38:16.051 | INFO     | kraken_history:fetch_ohlcv_full:351 -   Loaded 4383 bars (2024-01-01 → 2025-12-31)
2026-04-12 21:38:16.051 | INFO     | kraken_history:fetch_ohlcv_full:360 -   History cap 1095d: 4383 → 4383 bars (from 2024-01-01)
2026-04-12 21:38:16.051 | INFO     | kraken_history:_topup_from_api:230 -   Topping up BTC/USD 4h from 2025-12-31 via API...
2026-04-12 21:38:22.109 | INFO     | kraken_history:_topup_from_api:253 -   Top-up: 612 new bars
2026-04-12 21:38:22.117 | SUCCESS  | kraken_history:fetch_ohlcv_full:389 - BTC/USD 4h: 4995 bars total (2024-01-01 → 2026-04-12)
2026-04-12 21:38:22.145 | INFO     | data.feature_engineer:build_features:606 - Building features for BTC/USD (4995 rows)
2026-04-12 21:38:22.251 | INFO     | data.feature_engineer:build_features:637 - Dropped 200 NaN/inf rows → 4795 usable rows
2026-04-12 21:38:22.251 | INFO     | data.feature_engineer:build_features:640 - Label distribution: DOWN=332 NEUTRAL=4047 UP=416
2026-04-12 21:38:22.251 | INFO     | data.feature_engineer:build_features:647 - Regime: ranging=1110 trending_up=1692 trending_down=1993
2026-04-12 21:38:22.724 | INFO     | data.feature_engineer:save_features:661 - Saved features -> data\features\BTC_USD_4h_features.csv
2026-04-12 21:38:22.743 | INFO     | models.lstm_ensemble:<module>:49 - Ensemble using cuda | AMP=enabled
2026-04-12 21:38:22.744 | INFO     | models.lstm_ensemble:train_ensemble:527 - 
Training 9-model ensemble for BTC/USD_4h on cuda
2026-04-12 21:38:22.744 | INFO     | models.lstm_ensemble:train_ensemble:528 -   Train: 2852 | Val: 641 | Features: 122
2026-04-12 21:38:22.845 | INFO     | models.lstm_ensemble:_train_one:367 -   [1/9] Sampler label counts: DOWN=56 NEUTRAL=566 UP=76 → balanced batches
2026-04-12 21:38:23.993 | INFO     | models.lstm_ensemble:_train_one:400 -   [1/9] Class weights: uniform (sampler balances batches) | raw counts: DOWN=222 NEUTRAL=2319 UP=311
2026-04-12 21:38:23.993 | INFO     | models.lstm_ensemble:_train_one:412 -   [1/9] Training seed=42 — 698 segments (stride=4, noise_σ=0.02)
2026-04-12 21:38:24.650 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   0 | val_loss=0.3906 | val_acc=0.8537 | bal_acc=0.3470 | lr=0.000999
2026-04-12 21:38:24.870 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   1 | val_loss=0.5526 | val_acc=0.4888 | bal_acc=0.3404 | lr=0.000997
2026-04-12 21:38:25.093 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   2 | val_loss=0.3265 | val_acc=0.8382 | bal_acc=0.2957 | lr=0.000994
2026-04-12 21:38:25.306 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   3 | val_loss=0.8019 | val_acc=0.3838 | bal_acc=0.3339 | lr=0.000989
2026-04-12 21:38:25.511 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   4 | val_loss=0.8503 | val_acc=0.2995 | bal_acc=0.4262 | lr=0.000983
2026-04-12 21:38:25.736 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   5 | val_loss=0.4995 | val_acc=0.6076 | bal_acc=0.3212 | lr=0.000976
2026-04-12 21:38:25.933 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   6 | val_loss=0.5070 | val_acc=0.6213 | bal_acc=0.3718 | lr=0.000967
2026-04-12 21:38:26.143 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   7 | val_loss=0.2637 | val_acc=0.8468 | bal_acc=0.3293 | lr=0.000957
2026-04-12 21:38:26.346 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   8 | val_loss=0.2420 | val_acc=0.8967 | bal_acc=0.3621 | lr=0.000946
2026-04-12 21:38:26.554 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch   9 | val_loss=0.3381 | val_acc=0.8210 | bal_acc=0.4117 | lr=0.000933
2026-04-12 21:38:26.751 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  10 | val_loss=0.3565 | val_acc=0.7745 | bal_acc=0.3784 | lr=0.000919
2026-04-12 21:38:26.961 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  11 | val_loss=0.2815 | val_acc=0.8090 | bal_acc=0.3770 | lr=0.000905
2026-04-12 21:38:27.163 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  12 | val_loss=0.3897 | val_acc=0.7573 | bal_acc=0.3740 | lr=0.000889
2026-04-12 21:38:27.367 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  13 | val_loss=0.2395 | val_acc=0.8795 | bal_acc=0.4324 | lr=0.000872
2026-04-12 21:38:27.576 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  14 | val_loss=0.2728 | val_acc=0.8313 | bal_acc=0.4001 | lr=0.000854
2026-04-12 21:38:27.777 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  15 | val_loss=0.3151 | val_acc=0.7814 | bal_acc=0.3367 | lr=0.000835
2026-04-12 21:38:27.985 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  16 | val_loss=0.2023 | val_acc=0.9071 | bal_acc=0.3810 | lr=0.000815
2026-04-12 21:38:28.194 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  17 | val_loss=0.2787 | val_acc=0.8537 | bal_acc=0.3775 | lr=0.000794
2026-04-12 21:38:28.400 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  18 | val_loss=0.1970 | val_acc=0.9191 | bal_acc=0.3700 | lr=0.000773
2026-04-12 21:38:28.616 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  19 | val_loss=0.2292 | val_acc=0.8761 | bal_acc=0.3548 | lr=0.000750
2026-04-12 21:38:28.817 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  20 | val_loss=0.3079 | val_acc=0.8399 | bal_acc=0.3726 | lr=0.000727
2026-04-12 21:38:29.016 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  21 | val_loss=0.2539 | val_acc=0.8795 | bal_acc=0.3866 | lr=0.000704
2026-04-12 21:38:29.229 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  22 | val_loss=0.2229 | val_acc=0.9088 | bal_acc=0.3816 | lr=0.000680
2026-04-12 21:38:29.426 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  23 | val_loss=0.2098 | val_acc=0.9105 | bal_acc=0.3365 | lr=0.000655
2026-04-12 21:38:29.638 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  24 | val_loss=0.2435 | val_acc=0.8864 | bal_acc=0.3738 | lr=0.000630
2026-04-12 21:38:29.844 | INFO     | models.lstm_ensemble:_train_one:476 -     Epoch  25 | val_loss=0.2333 | val_acc=0.8950 | bal_acc=0.3921 | lr=0.000604
